GmlId,OBJECTID,ID,IDAUTORIZACION,IDTIPO,TIPO,CODIGO,DESCRIPCION,COORESTE,COORNORTE,ZONA,RAZONSOCIAL,DISTRITO,PROVINCIA,DEPARTAMENTO,LOCALIDAD,RESOLUCION,ESTADORD,AAA,ALA,RESENLACERD,OPERACION,VIGENCIA,FECHAINICIO,FECHAVENCIMIENTO,FECHAEMISION,CUERPOAGUA,CAUDAL,VOLUMEN,REGIMEN,TIPOAGUARESIDUAL,CodigoUH,NombreUH,LATLON,ESTANDARCALIDADTIPO,ESTANDARCALIDAD,ESTANDARCATEGORIA,PARAMETROS,FRECUENCIAREPORTE,FRECUENCIAMONITOREO,ESRI_OID,Shape
Vertimientos.1,11,36725.00000000,12739.00000000,2.00000000,"Punto de Control","M-7B-1","Río Parcoy, 100 m aguas arriba con respecto al punto M-7",225959.00000000,9115490.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49899","","-7.99435,-77.4859","ECA","D.S. N° 002-2008-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: Ríos, Costa y Sierra"," Aceites y grasas (MEH), Arsénico total, Bario, Cadmio total, Cianuro Libre, Cobre total, Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Conductividad Eléctrica, Cromo Hexavalente, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Fosfatos, Mercurio total, Níquel total, Nitratos, Nitrógeno amoniacal total (NHx-N), Nitrógeno total, Oxigeno Disuelto, pH, Plomo total, Silicatos, Sólidos Disueltos Totales, Sólidos Suspendidos Totales, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-77.48599000 -7.99443600)"
Vertimientos.1,12,36724.00000000,12739.00000000,2.00000000,"Punto de Control","M-7B-2","Río Parcoy, 100 m aguas arriba con respecto al punto M-7",225936.00000000,9115638.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49899","","-7.99301,-77.4861","ECA","D.S. N° 002-2008-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: Ríos, Costa y Sierra"," Aceites y grasas (MEH), Arsénico total, Bario, Cadmio total, Cianuro Libre, Cobre total, Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Conductividad Eléctrica, Cromo Hexavalente, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Fosfatos, Mercurio total, Níquel total, Nitratos, Nitrógeno amoniacal total (NHx-N), Nitrógeno total, Oxigeno Disuelto, pH, Plomo total, Silicatos, Sólidos Disueltos Totales, Sólidos Suspendidos Totales, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-77.48619000 -7.99309800)"
Vertimientos.1,13,36723.00000000,13144.00000000,2.00000000,"Punto de Control","P-6","Rio Tingo, 100 aguas abajo del punto de vertimiento",761781.00000000,9253637.00000000,"17","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49897","","-6.74644,-78.6319","ECA","D.S. N° 015-2015-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Arsénico total, Cadmio total, Cianuro WAD, Cobre total, Cromo total, Hierro total, Mercurio total, Oxigeno Disuelto, pH, Plomo total, Sólidos Suspendidos Totales, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-78.63180600 -6.74651500)"
Vertimientos.1,14,36722.00000000,13144.00000000,2.00000000,"Punto de Control","P-5","Rio Tingo, 100 aguas arriba del punto de vertimiento",761699.00000000,9253535.00000000,"17","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49897","","-6.74737,-78.6326","ECA","D.S. N° 015-2015-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Arsénico total, Cadmio total, Cianuro WAD, Cobre total, Cromo total, Hierro total, Mercurio total, Oxigeno Disuelto, pH, Plomo total, Sólidos Suspendidos Totales, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-78.63254300 -6.74744100)"
Vertimientos.1,15,36720.00000000,12720.00000000,2.00000000,"Punto de Control","A-03","Rio Nanay, aguas abajo del punto de vertimiento",693664.00000000,9591549.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49794","","-3.69357,-73.2563","ECA","D.S. N° 002-2008-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: Ríos, Selva"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Oxigeno Disuelto, pH, Sólidos Suspendidos Totales, Temperatura","Semestral","Semestral",1,"POINT (-73.25626100 -3.69361500)"
Vertimientos.1,16,36719.00000000,12720.00000000,2.00000000,"Punto de Control","A-02","Rio Nanay, aguas arriba del punto de vertimiento",693310.00000000,9591805.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49794","","-3.69127,-73.2595","ECA","D.S. N° 002-2008-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: Ríos, Selva"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Oxigeno Disuelto, pH, Sólidos Suspendidos Totales, Temperatura","Semestral","Semestral",1,"POINT (-73.25945200 -3.69130600)"
Vertimientos.1,17,36716.00000000,12808.00000000,2.00000000,"Punto de Control","R-3","Punto de monitoreo Quebrada Caquene, antes del vertimiento R-2",356901.00000000,8421737.00000000,"19","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","019","","-14.2722,-70.3265","ECA","D.S. N° 002-2008-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Oxigeno Disuelto, pH, Temperatura","Trimestral","Mensual",1,"POINT (-70.32657700 -14.27241600)"
Vertimientos.1,18,36715.00000000,12808.00000000,2.00000000,"Punto de Control","R-4","Punto de monitoreo Quebrada Caquene, después del vertimiento R-2",357107.00000000,8421518.00000000,"19","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","019","","-14.2742,-70.3246","ECA","D.S. N° 002-2008-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Oxigeno Disuelto, pH, Temperatura","Trimestral","Mensual",1,"POINT (-70.32467900 -14.27440700)"
Vertimientos.1,19,36710.00000000,12741.00000000,2.00000000,"Punto de Control","RVI-1","100 m aguas arriba del punto de vertimiento de la PTAR Sicuani",257256.00000000,8423797.00000000,"19","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","4994","","-14.2467,-71.2497","ECA","D.S. N° 004-2017-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: E2: Ríos, Costa y sierra"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Oxigeno Disuelto, pH, Sólidos Suspendidos Totales, Temperatura","Semestral","Trimestral",1,"POINT (-71.24973300 -14.24687500)"
Vertimientos.1,20,36698.00000000,12983.00000000,2.00000000,"Punto de Control","CRAB","Río Yurac, aguas abajo después del vertimiento.",429251.00000000,8997580.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49916","","-9.06778,-75.6438","ECA","D.S. N° 004-2017-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: E2: Ríos, Costa y sierra"," Aceites y grasas (MEH), Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Nitrógeno total, pH, Sólidos Suspendidos Totales, Temperatura","Semestral","Semestral",1,"POINT (-75.64378400 -9.06788500)"
Vertimientos.1,21,36697.00000000,12983.00000000,2.00000000,"Punto de Control","CRAR","Río Yurac, aguas arriba antes del vertimiento",429121.00000000,8997749.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49916","","-9.06625,-75.6449","ECA","D.S. N° 004-2017-MINAM","Categoría 4: Conservación del ambiente acuático, Subcategoría: E2: Ríos, Costa y sierra"," Aceites y grasas (MEH), Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Nitrógeno total, pH, Sólidos Suspendidos Totales, Temperatura","Semestral","Semestral",1,"POINT (-75.64496400 -9.06635400)"
Vertimientos.1,22,36692.00000000,12981.00000000,2.00000000,"Punto de Control","E-7","Mar frente a Supe, punto blanco (aguas afuera)",199965.00000000,8805914.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","137579","","-10.7897,-77.7435","ECA","D.S. N° 002-2008-MINAM","Categoría 1: Poblacional y recreacional, B: Recreación, B1: Contacto Primario"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Demanda Bioquímica de Oxígeno en cinco días, Oxigeno Disuelto, pH, Sólidos Suspendidos Totales, Temperatura","Trimestral","Mensual",1,"POINT (-77.74356300 -10.78982500)"
Vertimientos.1,23,36685.00000000,12841.00000000,2.00000000,"Punto de Control","AS-08","Quebrada Mayopunco, aguas abajo de la unión con la quebrada Quishuaragra (aguas arriba del proyecto)",295423.00000000,8818126.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","13756","","-10.6858,-76.8703","ECA","D.S. N° 002-2008-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Oxigeno Disuelto, pH, Sólidos Suspendidos Totales, Temperatura","Trimestral","Trimestral",1,"POINT (-76.87040000 -10.68594600)"
Vertimientos.1,24,36684.00000000,12841.00000000,2.00000000,"Punto de Control","AS-07","Quebrada Mayopunco, aguas abajo de la confluencia con la quebrada seca Yanapuquio (aguas abajo del proyecto)",296125.00000000,8816602.00000000,"18","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","13756","","-10.6996,-76.864","ECA","D.S. N° 002-2008-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Coliformes Termotolerantes (44,5°C), Conductividad Eléctrica, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Oxigeno Disuelto, pH, Sólidos Suspendidos Totales, Temperatura","Trimestral","Trimestral",1,"POINT (-76.86406800 -10.69976000)"
Vertimientos.1,25,36683.00000000,11486.00000000,2.00000000,"Punto de Control","SH-8","Quebrada Choloque, salida de poza de sedimentos (agua de reposición)",809008.00000000,9159305.00000000,"17","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49898","","-7.59646,-78.1998","ECA","D.S. N° 015-2015-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Aluminio total, Arsénico total, Bario, Berilio, Bicarbonatos, Boro total, Cadmio total, Cianuro WAD, Cloruros, Cobalto total, Cobre total, Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Color después de la filtración simple, Conductividad Eléctrica, Cromo total, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Enterococos Intestinales, Escherichia Coli, Fenoles, Fluoruros, Hierro total, Litio, Magnesio, Manganeso total, Mercurio total, Níquel total, Nitratos, Nitritos, Oxigeno Disuelto, pH, Plomo total, Policloruros Bifenilos Totales (PCBs), Selenio, Sulfatos, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-78.19968300 -7.59654900)"
Vertimientos.1,26,36682.00000000,11486.00000000,2.00000000,"Punto de Control","SH-10","Quebrada Choloque, aguas abajo del vertimiento del campamento La Tauna",807711.00000000,9156629.00000000,"17","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49898","","-7.62072,-78.2113","ECA","D.S. N° 015-2015-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Aluminio total, Arsénico total, Bario, Berilio, Bicarbonatos, Boro total, Cadmio total, Cianuro WAD, Cloruros, Cobalto total, Cobre total, Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Color después de la filtración simple, Conductividad Eléctrica, Cromo total, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Enterococos Intestinales, Escherichia Coli, Fenoles, Fluoruros, Hierro total, Litio, Magnesio, Manganeso total, Mercurio total, Níquel total, Nitratos, Nitritos, Oxigeno Disuelto, pH, Plomo total, Policloruros Bifenilos Totales (PCBs), Selenio, Sulfatos, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-78.21127100 -7.62080200)"
Vertimientos.1,27,36679.00000000,12481.00000000,2.00000000,"Punto de Control","SH-4","Quebrada Los Merinos, aguas arriba del vertimiento PT-5",810401.00000000,9156495.00000000,"17","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49898","","-7.62177,-78.187","ECA","D.S. N° 015-2015-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Aluminio total, Arsénico total, Bario, Berilio, Bicarbonatos, Boro total, Cadmio total, Cianuro WAD, Cloruros, Cobalto total, Cobre total, Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Color después de la filtración simple, Conductividad Eléctrica, Cromo total, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Enterococos Intestinales, Escherichia Coli, Fenoles, Fluoruros, Hierro total, Litio, Magnesio, Manganeso total, Mercurio total, Níquel total, Nitratos, Nitritos, Oxigeno Disuelto, pH, Plomo total, Policloruros Bifenilos Totales (PCBs), Selenio, Sulfatos, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-78.18690400 -7.62185500)"
Vertimientos.1,28,36678.00000000,12481.00000000,2.00000000,"Punto de Control","SH-5","Quebrada Los Merinos, aguas abajo del vertimiento PT-5",811034.00000000,9157121.00000000,"17","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","49898","","-7.61608,-78.1813","ECA","D.S. N° 015-2015-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Aluminio total, Arsénico total, Bario, Berilio, Bicarbonatos, Boro total, Cadmio total, Cianuro WAD, Cloruros, Cobalto total, Cobre total, Coliformes Termotolerantes (44,5°C), Coliformes Totales (35-37°C), Color después de la filtración simple, Conductividad Eléctrica, Cromo total, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Enterococos Intestinales, Escherichia Coli, Fenoles, Fluoruros, Hierro total, Litio, Magnesio, Manganeso total, Mercurio total, Níquel total, Nitratos, Nitritos, Oxigeno Disuelto, pH, Plomo total, Policloruros Bifenilos Totales (PCBs), Selenio, Sulfatos, Temperatura, Zinc total","Trimestral","Mensual",1,"POINT (-78.18120900 -7.61616200)"
Vertimientos.1,29,36646.00000000,12719.00000000,2.00000000,"Punto de Control","NW-180 (Mensual)","Río Chilloroya, aguas debajo de la confluencia con la quebrada Huayllachane. Estación de control aguas debajo de la poza de sedimentación principal (PV-PSP). Se ubica también aguas arriba de del vertimiento del campamento Constancia (PV-02)",198206.00000000,8399029.00000000,"19","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","4999","","-14.4646,-71.7994","ECA","D.S. N° 004-2017-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Aceites y grasas (MEH), Aluminio Disuelto, Aluminio total, Arsénico disuelto, Arsénico total, Bario, Bario Disuelto, Berilio, Berilio disuelto, Bicarbonatos, Boro disuelto, Boro total, Cadmio Disuelto, Cadmio total, Calcio, Calcio disuelto, Carbonatos, Cloruros, Cobalto disuelto, Cobalto total, Cobre Disuelto, Cobre total, Conductividad Eléctrica, Cromo total, Hierro disuelto, Hierro total, Litio, Litio Disuelto, Magnesio, Magnesio Disuelto, Manganeso Disuelto, Manganeso total, Mercurio Disuelto, Mercurio total, Molibdeno, Niquel disuelto, Níquel total, Oxigeno Disuelto, pH, Plata disuelto, Plata total, Plomo disuelto, Plomo total, Selenio, Selenio disuelto, Sodio, Sodio disuelto, Sólidos Suspendidos Totales, Sulfatos, Temperatura, Zinc disuelto, Zinc total","Trimestral","Trimestral",1,"POINT (-71.79936500 -14.46476800)"
Vertimientos.1,30,36645.00000000,12719.00000000,2.00000000,"Punto de Control","NW-180 (Trimestral)","Río Chilloroya, aguas debajo de la confluencia con la quebrada Huayllachane. Estación de control aguas debajo de la poza de sedimentación principal (PV-PSP). Se ubica también aguas arriba de del vertimiento del campamento Constancia (PV-02)",198206.00000000,8399029.00000000,"19","","","","","","","","","","","","","","","","",0.00000000,0.00000000,"","","4999","","-14.4646,-71.7994","ECA","D.S. N° 004-2017-MINAM","Categoría 3: Riego de vegetales y bebida de animales"," Cianuro Libre, Cianuro WAD, Coliformes Termotolerantes (44,5°C), Cromo Hexavalente, Demanda Bioquímica de Oxígeno en cinco días, Demanda Química de Oxigeno, Detergentes (SAAM), Escherichia Coli, Fluoruros, Fosfatos, Nitratos, Nitritos, Nitrógeno amoniacal total (NHx-N), Sulfuros","Trimestral","Trimestral",1,"POINT (-71.79936500 -14.46476800)"
